kind,level_or_case,x,value,a,b,c
linesize,L1D,8,0.12500,0.12500,0.12500
linesize,L1D,16,0.25000,0.25000,0.25000
linesize,L1D,32,0.50000,0.50000,0.50000
linesize,L1D,64,1.00000,1.00000,1.00000
linesize,L1D,128,1.00000,1.00000,1.00000
linesize,L2,8,0.11825,0.12500,0.12824
linesize,L2,16,0.23216,0.25000,0.25177
linesize,L2,32,0.46033,0.50000,0.49922
linesize,L2,64,0.92118,1.00000,0.99900
linesize,L2,128,0.92210,1.00000,1.00000
assoc,L1D,1,0.00000,0.00000,0.00000,4.000
assoc,L1D,2,0.00000,0.00000,0.00000,4.000
assoc,L1D,3,0.00000,0.00000,0.00000,4.000
assoc,L1D,4,0.00000,0.00000,0.00000,4.000
assoc,L1D,5,1.00000,1.00000,1.00000,14.000
assoc,L1D,6,1.00000,1.00000,1.00000,14.000
assoc,L1D,7,1.00000,1.00000,1.00000,14.000
assoc,L1D,8,1.00000,1.00000,1.00000,14.000
assoc,L1D,9,1.00000,1.00000,1.00000,25.577
assoc,L1D,10,1.00000,1.00000,1.00000,36.072
flip,L1D,6,0.00001,1.00000,1
flip,L1D,7,0.00000,1.00000,1
flip,L1D,8,0.00000,1.00000,1
flip,L1D,9,0.00000,1.00000,1
flip,L1D,10,0.00000,1.00000,1
flip,L1D,11,0.00001,1.00000,1
flip,L1D,12,0.00001,1.00000,1
flip,L1D,13,0.00001,1.00000,1
flip,L1D,14,1.00000,1.00000,0
flip,L1D,15,1.00000,1.00000,0
flip,L1D,16,1.00000,1.00000,0
flip,L1D,17,1.00000,1.00000,0
flip,L1D,18,1.00000,1.00000,0
flip,L1D,19,1.00000,1.00000,0
flip,L1D,20,1.00000,1.00000,0
flip,L1D,21,1.00000,1.00000,0
flip,L1D,22,1.00000,1.00000,0
flip,L1D,23,1.00000,1.00000,0
flip,L1D,24,1.00000,1.00000,0
assoc,L2,1,0.00000,0.00000,0.00000,4.000
assoc,L2,2,0.00000,0.00000,0.00000,4.000
assoc,L2,3,0.00000,0.00000,0.00000,4.000
assoc,L2,4,0.00000,0.00000,0.00000,4.000
assoc,L2,5,0.00000,0.00000,0.00000,14.000
assoc,L2,6,0.00000,0.00000,0.00000,14.000
assoc,L2,7,0.00000,0.00000,0.00000,14.000
assoc,L2,8,0.00001,0.00000,0.00001,14.001
assoc,L2,9,0.25001,0.25001,0.25001,25.576
assoc,L2,10,0.50000,0.50000,0.57368,36.082
assoc,L2,11,0.75000,0.75000,0.75102,45.599
assoc,L2,12,0.99999,0.99999,0.99999,55.089
assoc,L2,13,1.00000,0.99999,1.00000,45.884
assoc,L2,14,1.00000,1.00000,1.00000,38.667
assoc,L2,15,1.00000,1.00000,1.00000,38.667
assoc,L2,16,1.00000,1.00000,1.00000,38.666
flip,L2,6,0.00000,0.99999,1
flip,L2,7,0.00000,0.99999,1
flip,L2,8,0.00000,0.99999,1
flip,L2,9,0.00000,0.99999,1
flip,L2,10,0.00000,0.99999,1
flip,L2,11,0.00000,0.99999,1
flip,L2,12,0.00000,0.99999,1
flip,L2,13,0.00000,0.99999,1
flip,L2,14,0.00000,0.99999,1
flip,L2,15,0.00001,0.99999,1
flip,L2,16,0.99999,0.99999,0
flip,L2,17,0.99999,0.99999,0
flip,L2,18,0.99999,0.99999,0
flip,L2,19,0.99999,0.99999,0
flip,L2,20,0.99999,0.99999,0
flip,L2,21,0.99999,0.99999,0
flip,L2,22,0.99999,0.99999,0
flip,L2,23,0.99999,0.99999,0
flip,L2,24,0.99999,0.99999,0
assoc,L3,1,0.00000,0.00000,0.00000,4.000
assoc,L3,2,0.00000,0.00000,0.00000,4.000
assoc,L3,3,0.00000,0.00000,0.00000,4.000
assoc,L3,4,0.00000,0.00000,0.00000,4.000
assoc,L3,5,0.00000,0.00000,0.00000,14.000
assoc,L3,6,0.00000,0.00000,0.00000,14.000
assoc,L3,7,0.00000,0.00000,0.00000,14.001
assoc,L3,8,0.00000,0.00000,0.00000,14.001
assoc,L3,9,0.00000,0.00000,0.00000,25.575
assoc,L3,10,0.00000,0.00000,0.00000,36.082
assoc,L3,11,0.00000,0.00000,0.00000,45.548
assoc,L3,12,0.00000,0.00000,0.00000,55.101
assoc,L3,13,0.00000,0.00000,0.00000,45.881
assoc,L3,14,0.00000,0.00000,0.00000,38.667
assoc,L3,15,0.00000,0.00000,0.00000,38.667
assoc,L3,16,0.00000,0.00000,0.00000,38.666
assoc,L3,17,0.00000,0.00000,0.00000,38.671
assoc,L3,18,0.00000,0.00000,0.00000,38.707
assoc,L3,19,0.00000,0.00000,0.00000,38.673
assoc,L3,20,0.00000,0.00000,0.00000,38.675
assoc,L3,21,0.00000,0.00000,0.00000,38.672
assoc,L3,22,0.00000,0.00000,0.00000,38.700
assoc,L3,23,0.00000,0.00000,0.00001,38.713
assoc,L3,24,0.00010,0.00002,0.00060,38.689
assoc,L3,25,0.11781,0.11759,0.12777,65.145
assoc,L3,26,0.16906,0.15588,0.18891,75.720
assoc,L3,27,0.25728,0.24071,0.30285,95.155
assoc,L3,28,0.27527,0.25793,0.28580,98.519
assoc,L3,29,0.35101,0.34941,0.48767,114.303
assoc,L3,30,0.37290,0.36992,0.44982,119.256
assoc,L3,31,0.44007,0.43557,0.58723,133.267
assoc,L3,32,0.41250,0.40674,0.51505,127.560
assoc,L3,33,0.48084,0.47633,0.70713,142.974
assoc,L3,34,0.48503,0.47921,0.65701,143.143
assoc,L3,35,0.55526,0.53590,0.74946,157.603
assoc,L3,36,0.53484,0.50982,0.66483,153.865
assoc,L3,37,0.75249,0.62340,0.88064,172.951
assoc,L3,38,0.61708,0.59270,0.76283,171.413
assoc,L3,39,0.66981,0.64963,0.79932,182.725
assoc,L3,40,0.59597,0.59195,0.74136,166.956
assoc,L3,41,0.68400,0.66751,0.89067,183.787
assoc,L3,42,0.65478,0.64935,0.81788,179.403
assoc,L3,43,0.99498,0.70186,1.03248,188.770
assoc,L3,44,0.65237,0.64348,0.66591,179.029
flip,L3,6,0.00000,0.77983,1
flip,L3,7,0.00000,0.77983,1
flip,L3,8,0.00000,0.77983,1
flip,L3,9,0.00000,0.77983,1
flip,L3,10,0.00000,0.77983,1
flip,L3,11,0.00000,0.77983,1
flip,L3,12,0.00000,0.77983,1
flip,L3,13,0.00000,0.77983,1
flip,L3,14,0.00000,0.77983,1
flip,L3,15,0.00001,0.77983,1
flip,L3,16,0.00004,0.77983,1
flip,L3,17,0.50236,0.77983,0
flip,L3,18,0.50280,0.77983,0
flip,L3,19,0.51082,0.77983,0
flip,L3,20,0.50429,0.77983,0
flip,L3,21,0.50730,0.77983,0
flip,L3,22,0.50460,0.77983,0
flip,L3,23,0.50304,0.77983,0
flip,L3,24,0.50549,0.77983,0
repl_header,L1D,pattern,measured,ci_lo,ci_hi,LRU,tree-PLRU,FIFO,random,SRRIP,BRRIP,NRU,SRRIP-FP
repl,L1D,cyclic W+1,0.99844,0.99843,0.99844,0.99976,0.99976,0.99976,0.39987,0.79980,0.39990,0.99976,0.99902
repl,L1D,cyclic W+2,0.99945,0.99944,0.99947,0.99902,0.99902,0.99902,0.61531,0.99902,0.49981,0.99902,0.99902
repl,L1D,sawtooth W+1,0.25024,0.25023,0.25024,0.25000,0.25000,0.62500,0.33335,0.25000,0.25000,0.25000,0.25000
repl,L1D,random W+1,0.20580,0.20580,0.20581,0.19800,0.20630,0.19287,0.19816,0.19434,0.19546,0.20020,0.19873
